"Technology_ID","Era","Category","Current_EN_Name","Current_FR_Name","Current_EN_Description","Current_FR_Description","Issue_Type","Needs_Name_Change","Needs_Description_Change","Notes"
"standing_army","era_7","military","Standing Army","Armée permanente","The complex challenges of foreign policy and domestic unrest can no longer be dealt with by hastily-mustered militias. Modern times require a military ready at all times to act.","Les défis complexes de la politique étrangère et des troubles intérieurs ne peuvent plus être relevés par des milices constituées à la hâte. Les temps modernes exigent une armée prête à agir à tout moment.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=none; unlocks=none"
"steam_donkey","era_9","production","Steam Donkey","Treuil de débardage à vapeur","By applying steam power to a winch system it is possible to achieve similar levels of power without the same amount of labor.","En appliquant la puissance de la vapeur à un système de treuil, il est possible d’atteindre des niveaux de puissance similaires sans la même quantité de travail.","BAD_TRANSLATION","YES","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=watertube_boiler mechanical_tools; unlocks=production_methods:pm_steam_donkey_building_coal_mine|production_methods:pm_steam_donkey_mine|production_methods:pm_steam_donkey_building_logging_camp|production_methods:pm_steam_donkey_building_bauxite_mine"
"steam_turbine","era_10","production","Steam Turbine","Turbine à vapeur","Using the power of steam to drive large rotors, turbines create tremendous amounts of energy that serve equally well as stationary machines in a plant and as the driving engines of seagoing vessels.","En utilisant la puissance de la vapeur pour faire fonctionner de grands rotors, les turbines créent d’énormes quantités d’énergie qui servent aussi bien de machines fixes dans une usine que de moteurs de navires de mer.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=rotary_valve_engine electrical_generation; unlocks=production_methods:pm_early_power_plant"
"steel_frame_buildings","era_9","society","Steel-Frame Buildings","Bâtiments avec structure en acier","By making a steel frame to hold up the rest of the building, it is possible to make much taller and sturdier buildings.","En fabriquant une armature en acier pour maintenir le reste du bâtiment, il est possible de construire des bâtiments plus grands et plus robustes.","BAD_TRANSLATION","YES","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=investment_banks modern_sewerage; unlocks=production_methods:pm_covered_markets|production_methods:pm_steel_frame_buildings"
"steel_railway_cars","era_8","production","Steel Railway Cars","Wagons en acier","Steel Railway Cars allow trains to be much sturdier and in turn to carry much more weight.","Avec des wagons en acier, les trains sont bien plus résistants et peuvent transporter des charges plus lourdes.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=railways bessemer_process; unlocks=production_methods:pm_tanker_cars|production_methods:pm_steam_trains|production_methods:pm_steam_trains_principle_transport_3|production_methods:pm_steel_passenger_carriages"
"steelworking","era_7","production","Steelworking","Travail de l’acier","The hardy qualities of steel have been widely prized for millennia, but large-scale production of this invaluable iron alloy has proven difficult to master until recently.","Les qualités de robustesse de l’acier sont louées depuis des millénaires, mais la production à grande échelle de cet alliage de fer inestimable s’est avérée difficile à maîtriser jusqu’à récemment.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=hot_blast_smelting; unlocks=none"
"stormtroopers","era_11","military","Stormtroopers","Troupes d’assaut","Having troops trained and equipped specifically for infiltration allows greater success when assaulting more embedded positions.","En entraînant et en équipant des troupes spécialement pour les missions d’infiltration, il est possible d’améliorer les chances de succès des assauts.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=nco_training trench_works; unlocks=none"
"submarine","era_11","military","Submarine","Sous-marin","Submarines take the concept of a boat and submerge it, leading to greater stealth and thus tactical capability.","Les sous-marins reprennent le concept du bateau mais sous l’eau, gagnant ainsi en furtivité et donc en possibilités tactiques.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=self_propelled_torpedoes; unlocks=none"
"tech_bureaucracy","era_7","society","Bureaucracy","Bureaucratie","Bureaucracy is the machine of government, the cogs and wheels that decide the efficiency of the state.","La bureaucratie représente les rouages du gouvernement qui déterminent l’efficacité d’un État.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=none; unlocks=none"
"telephone","era_9","production","Telephone","Téléphone","Telephones make long distance communication viable allowing a much faster spread of information across the globe.","Grâce aux téléphones, il est possible d’établir des communications longue distance, permettant ainsi une diffusion plus rapide des informations à travers le monde.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=electrical_generation; unlocks=buildings:building_electrics_industry|production_methods:pm_scientific_management_electrics_industry"
"trench_works","era_9","military","Trench Works","Tranchées","By equipping soldiers with the correct tools, it is possible for them to create strong fortifications with little effort.","En équipant les soldats avec les bons outils, il est possible de bâtir des fortifications avec un minimum d’effort.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=field_works; unlocks=none"
"triage","era_7","military","Triage","Triage","By treating the wounded in regard to the seriousness of their wounds and the likelihood of recovery, it is possible to make a much more effective, emergency care system.","En soignant les blessés selon la gravité de leurs blessures et leurs chances de survie, il est possible d’établir un système de soins médicaux d’urgence plus efficace.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=logistics; unlocks=none"
"urban_planning","era_7","society","Urban Planning","Urbanisme","By planning out cities before they are built, rather than letting them develop naturally, it is possible to create a much more efficient living area.","En organisant les villes avant leur construction plutôt qu’en les laissant se développer naturellement, il est possible de créer un espace de vie plus efficace.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=none; unlocks=none"
"urbanization","era_7","society","Urbanization","Urbanisation","As more and more people move from living in the countryside to living in the cities, their very way of life is bound to change too.","De plus en plus de personnes quittent la campagne pour s’installer en ville, ce qui entraîne également un changement de leur mode de vie.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=none; unlocks=none"
