TAG,Country,Technology_ID,Current_Status,Historical_Target,Action,Confidence,Tree_Blocker,Classification_Blocker,Reason,Source_1,Source_2
SWE,Sweden,permanent_engineer_services,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.sjohistoriska.se/en/explore/collections/archives/ritningar/fredrik-henrik-af-chapman,https://www.lantmateriet.se/sv/kartor/vara-karttjanster/Historiska-kartor/Arkiven-som-ingar/Lantmateristyrelsens-arkiv---LMS/
SWE,Sweden,permanent_military_hospitals,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.sjohistoriska.se/en/explore/collections/archives/ritningar/fredrik-henrik-af-chapman,https://www.lantmateriet.se/sv/kartor/vara-karttjanster/Historiska-kartor/Arkiven-som-ingar/Lantmateristyrelsens-arkiv---LMS/
SWE,Sweden,political_economy,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.kva.se/en/about-us/history/,https://www.riksbank.se/en-gb/about-the-riksbank/history/historical-timeline/1600-1699/sveriges-riksbank-is-founded/
SWE,Sweden,selective_breeding,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.su.se/download/18.1f09f4df19a7bbe0dfd66576/1764759571904/uj_summary.html,https://www.kva.se/en/about-us/history/
SWE,Sweden,ship_classification_surveying,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.sjohistoriska.se/en/explore/collections/archives/ritningar/fredrik-henrik-af-chapman,https://www.lantmateriet.se/sv/kartor/vara-karttjanster/Historiska-kartor/Arkiven-som-ingar/Lantmateristyrelsens-arkiv---LMS/
SWE,Sweden,sugar_refining,ABSENT,PRESENT,PENDING_CLASSIFICATION,MEDIUM,,sugar_refining,REVIEW arbitré PRESENT pour la capacité traditionnelle; les PM modernes attachés au nœud restent un bloqueur de classification.,https://www.gutenberg.org/files/41538/41538-h/41538-h.htm,https://www.kva.se/en/about-us/history/
SWE,Sweden,systematic_legal_codification,ABSENT,PRESENT,PENDING_CLASSIFICATION,HIGH,,systematic_legal_codification,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.riksdagen.se/en/how-the-riksdag-works/the-history-of-the-riksdag/from-things-and-assemblies-to-the-riksdag-of-today/,https://data.riksdagen.se/dokument/H3B318
SWE,Sweden,traditional_food_processing,ABSENT,PRESENT,ADD,HIGH,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.jernkontoret.se/en/the-steel-industry/the-history-of-swedish-steel-industry/,https://www.nrm.se/engelska/in-english/collections/geological-collections---minerals/history-of-our-collections/the-bergskollegium-collection
SWE,Sweden,traditional_furniture_making,ABSENT,PRESENT,ADD,HIGH,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.jernkontoret.se/en/the-steel-industry/the-history-of-swedish-steel-industry/,https://www.nrm.se/engelska/in-english/collections/geological-collections---minerals/history-of-our-collections/the-bergskollegium-collection
SWE,Sweden,traditional_glassmaking,ABSENT,PRESENT,ADD,HIGH,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.jernkontoret.se/en/the-steel-industry/the-history-of-swedish-steel-industry/,https://www.nrm.se/engelska/in-english/collections/geological-collections---minerals/history-of-our-collections/the-bergskollegium-collection
SWE,Sweden,traditional_papermaking,ABSENT,PRESENT,ADD,HIGH,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.jernkontoret.se/en/the-steel-industry/the-history-of-swedish-steel-industry/,https://www.nrm.se/engelska/in-english/collections/geological-collections---minerals/history-of-our-collections/the-bergskollegium-collection
SWE,Sweden,urbanization,PRESENT,ABSENT,REMOVE,HIGH,,,Nœud de compatibilité vide ou paquet gameplay moderne : aucune distribution historique automatique en 1776.,https://www.kva.se/en/about-us/history/,https://www.scb.se/en/About-us/main-activity/history-of-statistics-sweden/?menu=open
SWE,Sweden,variolation_networks,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/journals/medical-history/article/smallpox-inoculation-in-eighteenthcentury-sweden/,https://www.kva.se/en/about-us/history/
SWE,Sweden,veterinary_science,ABSENT,PRESENT,ADD,HIGH,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.slu.se/en/about-slu/about-the-university/our-history/,https://www.kva.se/en/about-us/history/
SWI,Switzerland,codified_practical_knowledge,ABSENT,PRESENT,ADD,MEDIUM,,,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://tu-freiberg.de/en/university/history,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49
SWI,Switzerland,institutionalized_scientific_exchange,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://geschichte.univie.ac.at/en/node/23380,https://tu-freiberg.de/en/university/history
SWI,Switzerland,medical_degrees,ABSENT,PRESENT,PENDING_CLASSIFICATION,MEDIUM,,medical_degrees,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.unipd.it/en/sala-laurea-medicina,https://atom.unito.it/index.php/esami-per-il-conferimento-dei-gradi-medicina
SWI,Switzerland,periodical_print_networks,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,https://www.treccani.it/enciclopedia/italia_(Dizionario-di-Storia)/
SWI,Switzerland,shaft_mining,PRESENT,ABSENT,REMOVE,LOW,,,REVIEW arbitré ABSENT : les indices restent sectoriels/frontière ou insuffisants pour le seuil national du nœud.,https://tu-freiberg.de/en/lfbw,https://whc.unesco.org/en/list/618
SWI,Switzerland,systematic_administrative_statistics,PRESENT,ABSENT,REMOVE,LOW,,,REVIEW arbitré ABSENT : les indices restent sectoriels/frontière ou insuffisants pour le seuil national du nœud.,https://geschichte.univie.ac.at/en/node/23380,https://www.treccani.it/enciclopedia/le-riforme_%28Storia-di-Venezia%29/
SWI,Switzerland,traditional_food_processing,ABSENT,PRESENT,ADD,HIGH,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,https://www.treccani.it/enciclopedia/italia_(Dizionario-di-Storia)/
SWI,Switzerland,traditional_furniture_making,ABSENT,PRESENT,ADD,HIGH,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,https://www.treccani.it/enciclopedia/italia_(Dizionario-di-Storia)/
SWI,Switzerland,traditional_glassmaking,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://museovetro.visitmuve.it/en/il-museo/layout-and-collections/glass-14th-17th-century/,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49
SWI,Switzerland,traditional_papermaking,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://whc.unesco.org/en/tentativelists/6757/,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49
SWI,Switzerland,urbanization,PRESENT,ABSENT,REMOVE,HIGH,,,Nœud de compatibilité vide ou paquet gameplay moderne : aucune distribution historique automatique en 1776.,https://hls-dhs-dss.ch/de/articles/013957/2014-10-07/,
SWZ,Swaziland,improved_agricultural_implements,ABSENT,PRESENT,PENDING_CLASSIFICATION,MEDIUM,,improved_agricultural_implements,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://sahistory.org.za/archive/african-farmers-southern-africa,https://sahistory.org.za/article/pre-colonial-history-southern-africa
SWZ,Swaziland,international_relations,PRESENT,ABSENT,REMOVE,MEDIUM,,,REVIEW arbitré ABSENT : les indices restent sectoriels/frontière ou insuffisants pour le seuil national du nœud.,https://sahistory.org.za/archive/african-farmers-southern-africa,https://sahistory.org.za/article/pre-colonial-history-southern-africa
SWZ,Swaziland,traditional_food_processing,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://sahistory.org.za/archive/african-farmers-southern-africa,https://sahistory.org.za/article/pre-colonial-history-southern-africa
SWZ,Swaziland,urbanization,PRESENT,ABSENT,REMOVE,HIGH,,,Nœud de compatibilité vide ou paquet gameplay moderne : aucune distribution historique automatique en 1776.,https://sahistory.org.za/archive/african-farmers-southern-africa,https://sahistory.org.za/article/pre-colonial-history-southern-africa
TAS,Tasmania,improved_husbandry,PRESENT,ABSENT,REMOVE,HIGH,,,REMOVE régional historiquement justifié.,https://www.libraries.tas.gov.au/slat/guides-to-records/early-colonial-administration-records/introduction/,https://australian.museum/learn/cultures/first-nations-collections/timeline/
TAS,Tasmania,international_relations,PRESENT,ABSENT,REMOVE,MEDIUM,,,REVIEW arbitré ABSENT : les indices restent sectoriels/frontière ou insuffisants pour le seuil national du nœud.,https://www.libraries.tas.gov.au/slat/guides-to-records/early-colonial-administration-records/introduction/,https://australian.museum/learn/cultures/first-nations-collections/timeline/
TBI,Tubu,traditional_food_processing,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections
TBI,Tubu,urbanization,PRESENT,ABSENT,REMOVE,HIGH,,,Nœud de compatibilité vide ou paquet gameplay moderne : aucune distribution historique automatique en 1776.,https://www.metmuseum.org/de/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.metmuseum.org/exhibitions/listings/2015/kongo/blog/posts/kongo-textiles-renaissance-european-collections
TEK,Tekna,urbanization,PRESENT,ABSENT,REMOVE,HIGH,,,Nœud de compatibilité vide ou paquet gameplay moderne : aucune distribution historique automatique en 1776.,https://www.cambridge.org/core/books/history-of-algeria/ecologies-societies-cultures-and-the-state-15161830/6C59DEAD9F70913EC060EDD1465FA6A5,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/esclaves-chretiens-et-esclaves-noirs-a-tunis-au-xviiie-siecle/B6D63DDA1CDEE63BFF2CE876BB6F3657
TEX,Texas,light_infantry_tactics,ABSENT,PRESENT,PENDING_TREE_FIX,MEDIUM,regulated_small_arms,,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.tshaonline.org/handbook/entries/spanish-texas,https://www.tshaonline.org/handbook/entries/ranching-in-spanish-texas
TEX,Texas,standardized_field_artillery,ABSENT,PRESENT,PENDING_TREE_FIX,MEDIUM,regulated_small_arms,,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",https://www.tshaonline.org/handbook/entries/spanish-texas,https://www.tshaonline.org/handbook/entries/ranching-in-spanish-texas
TEX,Texas,systematic_administrative_statistics,PRESENT,ABSENT,REMOVE,MEDIUM,,,REVIEW arbitré ABSENT : les indices restent sectoriels/frontière ou insuffisants pour le seuil national du nœud.,https://www.tshaonline.org/handbook/entries/spanish-texas,https://www.tshaonline.org/handbook/entries/ranching-in-spanish-texas
TEX,Texas,traditional_food_processing,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.tshaonline.org/handbook/entries/spanish-texas,https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/latin-america-17001870/C8AEB15FB4841B919B5827F7847FC0CF
TEX,Texas,urbanization,PRESENT,ABSENT,REMOVE,HIGH,,,Nœud de compatibilité vide ou paquet gameplay moderne : aucune distribution historique automatique en 1776.,https://www.tshaonline.org/handbook/entries/spanish-texas,https://www.tshaonline.org/handbook/entries/ranching-in-spanish-texas
TGI,Tungi,improved_agricultural_implements,ABSENT,PRESENT,PENDING_CLASSIFICATION,MEDIUM,,improved_agricultural_implements,REVIEW arbitré PRESENT : capacité institutionnelle ou productive établie avant le 1er janvier 1776.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006
TGI,Tungi,shaft_mining,PRESENT,ABSENT,REMOVE,MEDIUM,,,REMOVE régional historiquement justifié.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006
TGI,Tungi,systematic_administrative_statistics,PRESENT,ABSENT,REMOVE,MEDIUM,,,REMOVE régional historiquement justifié.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006
TGI,Tungi,traditional_food_processing,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006
TGI,Tungi,traditional_furniture_making,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006
TGI,Tungi,urbanization,PRESENT,ABSENT,REMOVE,HIGH,,,Nœud de compatibilité vide ou paquet gameplay moderne : aucune distribution historique automatique en 1776.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006
TGR,Tigray,distillation,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/lautorite-de-lecrit-pragmatique-dans-la-societe-chretienne-ethiopienne-xvexviiie-siecle/6A051E194A4F22B1EB0BDCA8566FF48F,https://www.cambridge.org/core/books/abs/inbetween-textiles-14001800/globalisation-and-the-manufacture-of-tabletwoven-sanctuary-curtains-in-ethiopia-in-the-eighteenth-century/4E9B2B7EFC904C677A18D7AB588E1CFD
TGR,Tigray,improved_agricultural_implements,ABSENT,PRESENT,PENDING_CLASSIFICATION,MEDIUM,,improved_agricultural_implements,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/lautorite-de-lecrit-pragmatique-dans-la-societe-chretienne-ethiopienne-xvexviiie-siecle/6A051E194A4F22B1EB0BDCA8566FF48F,https://www.cambridge.org/core/books/abs/inbetween-textiles-14001800/globalisation-and-the-manufacture-of-tabletwoven-sanctuary-curtains-in-ethiopia-in-the-eighteenth-century/4E9B2B7EFC904C677A18D7AB588E1CFD
TGR,Tigray,international_relations,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/lautorite-de-lecrit-pragmatique-dans-la-societe-chretienne-ethiopienne-xvexviiie-siecle/6A051E194A4F22B1EB0BDCA8566FF48F,https://www.cambridge.org/core/books/abs/inbetween-textiles-14001800/globalisation-and-the-manufacture-of-tabletwoven-sanctuary-curtains-in-ethiopia-in-the-eighteenth-century/4E9B2B7EFC904C677A18D7AB588E1CFD
